original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MCC,original_glcm_MaximumProbability,original_glcm_SumAverage,original_glcm_SumEntropy,original_glcm_SumSquares,original_ngtdm_Busyness,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Contrast,original_ngtdm_Strength
0,0,0,0,0.0986343175172805,0.0086351595818996,-0.1401295214891433,-0.0604430511593818,0,-0.1008487045764923,-0.0776031091809272,0,0,0.2048450112342834,0,-0.0146378483623266,0,-0.0321308113634586,0,0,0,-0.1645203530788421,0,0,0,-0.0177782904356718,0,-0.0996268913149833,0,-0.0650561675429344,0,-0.044346410781145,0,-0.0761746615171432,0,0,-0.1391963958740234,0.0618931092321872,0,-0.0873688161373138,0.1134464889764785,0.1612459570169448,0,0,0
0,0,0,0,-0.0645935982465744,-0.0483568832278251,0.0376749075949192,0.0524069368839263,0,-0.0719465613365173,-0.1057510152459144,0,0,-0.2017190903425216,0,-0.0146378483623266,0,0.0249388925731182,0,0,0,-0.1107198446989059,0,0,0,0.0995584353804588,0,-0.0457303747534751,0,-0.0650561675429344,0,0.2086524367332458,0,-0.0516499131917953,0,0,-0.0846959576010704,-0.0265034269541502,0,-0.04387167096138,0.0510509274899959,-0.810479998588562,0,0,0
0,0,0,0,0.1048577353358268,0.0162791684269905,-0.022954948246479,-0.0604430511593818,0,-0.0670352056622505,-0.0776031091809272,0,0,0.1503697335720062,0,-0.0146378483623266,0,-0.0321308113634586,0,0,0,-0.197788268327713,0,0,0,-0.0053631165064871,0,0.0518382489681243,0,-0.0650561675429344,0,-0.044346410781145,0,-0.0761746615171432,0,0,0.0494327992200851,0.0278519000858068,0,-0.0780055746436119,0.0510509274899959,-1.176170825958252,0,0,0
0,0,0,0,0.1250187903642654,-0.1322871148586273,-0.022954948246479,0.0524069368839263,0,-0.0618744567036628,-0.1057510152459144,0,0,-0.2649060189723968,0,-0.0146378483623266,0,0.0543311573565006,0,0,0,-0.197788268327713,0,0,0,-0.0177782904356718,0,-0.0996268913149833,0,-0.0650561675429344,0,-0.0372593663632869,0,-0.0761746615171432,0,0,-0.139500617980957,-0.058896504342556,0,-0.012111123651266,0.0014294702559709,0.1185312643647193,0,0,0
0,0,0,0,-0.141742393374443,0.0086351595818996,-0.1401295214891433,0.0524069368839263,0,-0.1008487045764923,-0.1057510152459144,0,0,-0.227791890501976,0,-0.0146378483623266,0,0.0249388925731182,0,0,0,-0.1107198446989059,0,0,0,0.0995584353804588,0,-0.0457303747534751,0,-0.0650561675429344,0,0.2086524367332458,0,-0.0761746615171432,0,0,-0.139500617980957,-0.058896504342556,0,-0.0873688161373138,0.0014294702559709,0.098518393933773,0,0,0
0,0,0,0,-0.22111177444458,0.0086351595818996,0.00015642656944692135,-0.0604430511593818,0,-0.1008487045764923,-0.1057510152459144,0,0,-0.2649060189723968,0,0.0215976051986217,0,-0.0321308113634586,0,0,0,-0.0677023008465766,0,0,0,-0.0177782904356718,0,-0.0996268913149833,0,-0.0650561675429344,0,-0.044346410781145,0,-0.0516499131917953,0,0,-0.1487506031990051,0.0618931092321872,0,0.046131607145071,0.0014294702559709,0.1426200866699218,0,0,0
0,0,0,0,0.152346134185791,0.0236226990818977,-0.022954948246479,-0.0604430511593818,0,0.033983439207077,-0.1057510152459144,0,0,-0.2649060189723968,0,-0.0146378483623266,0,0.0543311573565006,0,0,0,-0.197788268327713,0,0,0,-0.0177782904356718,0,-0.0996268913149833,0,-0.0650561675429344,0,-0.0372593663632869,0,-0.0761746615171432,0,0,-0.1487506031990051,0.0618931092321872,0,0.0022222846746444,0.0014294702559709,0.1306102275848388,0,0,0
0,0,0,0,0.1202937364578247,0.0321036577224731,-0.022954948246479,-0.0604430511593818,0,0.1469986289739608,-0.1057510152459144,0,0,-0.2649060189723968,0,-0.0146378483623266,0,0.0543311573565006,0,0,0,-0.197788268327713,0,0,0,-0.0177782904356718,0,-0.0996268913149833,0,-0.0650561675429344,0,-0.0372593663632869,0,-0.0761746615171432,0,0,-0.1487506031990051,-0.058896504342556,0,0.0022222846746444,0.0014294702559709,0.1185312643647193,0,0,0
0,0,0,0,-0.22111177444458,0.0086351595818996,0.00015642656944692135,-0.0604430511593818,0,-0.1008487045764923,-0.1057510152459144,0,0,-0.2649060189723968,0,0.0215976051986217,0,-0.0321308113634586,0,0,0,0.1095175147056579,0,0,0,-0.0053631165064871,0,0.0518382489681243,0,-0.0650561675429344,0,-0.0298201981931924,0,-0.0516499131917953,0,0,-0.1487506031990051,0.0618931092321872,0,0.046131607145071,0.1134464889764785,0.1538217961788177,0,0,0
0,0,0,0,0.1818191409111023,0.0162791684269905,-0.1776479929685592,-0.0604430511593818,0,0.033983439207077,-0.0776031091809272,0,0,0.2048450112342834,0,-0.0058147404342889,0,-0.0321308113634586,0,0,0,-0.0526356548070907,0,0,0,-0.0177782904356718,0,-0.0996268913149833,0,-0.0650561675429344,0,-0.044346410781145,0,-0.0761746615171432,0,0,-0.1391963958740234,0.0618931092321872,0,-0.0873688161373138,0.1134464889764785,0.1612459570169448,0,0,0
